Affenpinscher,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,Hip dysplasia,Cataracts,,
Griffon Belge,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
Griffon Bruxellois,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,,,,
Harrier,Hip and Joint,,,,Hip and Joint,,,,Cerebellar abiotrophy(ataxia),Idiopathic epilepsy,,
Havanese,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,Cataracts,Progressive retinal atrophy,Retinal dysplasia,
Hokkaido,,,,,,,,,,,,
Hovawart,,,,,,,,,,,,
Hungarian Greyhound,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,,,,
Hungarian Short-Haired Pointer (Vizsla) ,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Hungarian Wire-Haired Pointer (Vizsla),,,,,,,,,,,,
Ibizan Hound,,,,,,,,,Deafness,Degenerative myelopathy,Cataracts,
Ibizan Hound - Smooth-haired,Metabolism,,,,Metabolism,,,,Deafness,Degenerative myelopathy,Cataracts,
Ibizan Hound - Wirehaired,,,,,,,,,Deafness,Degenerative myelopathy,Cataracts,
Icelandic Sheepdog,,,,,,,,,,,,
Irish Glen of Imaal Terrier,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Irish Red and White Setter,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,Hip dysplasia,Progressive retinal atrophy,acral lick dermatitis (lick granuloma),Atopy
Irish Red Setter,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,Hip dysplasia,Progressive retinal atrophy,acral lick dermatitis (lick granuloma),Atopy
Irish Soft Coated Wheaten Terrier,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,,cutaneous asthenia,,
Irish Terrier,Hip and Joint,,,,Hip and Joint,,,,Urolithiasis (stones),X-linked muscular dystrophy,Progressive retinal atrophy,
Irish Water Spaniel,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,Hip dysplasia,Cataracts,Follicular dysplasias,Progressive retinal atrophy
Irish Wolfhound,,,,,,,,,Dilated cardiomyopathy,Hip dysplasia,Portosystemic shunt,Cataracts
Italian Greyhound,,,,,,,,,,,,
Jack Russell Terrier,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,,,,
Japanese Chin,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,Cataracts,Entropion,Entropion,Corneal dystrophy
Japanese Spitz,,,,,,,,,,,,
Karelian Bear Dog,,,,,,,,,Hip dysplasia,Pituitary dwarfism,,
Keeshond,Metabolism,,,,Metabolism,,,,Hip dysplasia,Diabetes mellitus,Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Idiopathic epilepsy
Kerry Blue Terrier,,,,,,,,,Patent ductus arteriosus (PDA),Cerebellar abiotrophy(ataxia),Coagulation (bleeding) disorders,Hip dysplasia
King Charles Spaniel or English Toy Spaniel,,,,,,,,,,,,
Kishu,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Kleiner Münsterländer,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,,,,
Komondor,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,Hip dysplasia,Elbow dysplasia - OCD of the elbow,Gastric dilatation-volvulus,
Kooikerhondje,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,,,,
Koolie,Hip and Joint,,,,Hip and Joint,,,,,,,
Korea Jindo Dog,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
Kritikos Lagonikos,,,,,,,,,,,,
Kromfohrländer,,,,,,,,,,,,
Kuvasz,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip dysplasia,Dermatomyositis and ulcerative dermatosis,Cataracts,Deafness
Labrador Retriever,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,Elbow dysplasia - OCD of the elbow,Hip dysplasia,Retinal dysplasia,acral lick dermatitis (lick granuloma)
Lagotto Romagnolo - Romagna Water Dog,,,,,,,,,,,,
Lakeland Terrier,,,,,,,,,Legg-Calvé-Perthes disease,Cataracts,"Cryptorchidism, retained testicle",Microphthalmia; ocular dysgenesis
Lancashire Heeler,Metabolism,,,,Metabolism,,,,,,,
Landseer,,,,,,,,,,,,
Lapponian Herder,,,,,,,,,,,,
Large Münsterländer,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,Urolithiasis (stones),,,
Leonberger,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,,,,
Lhasa Apso,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Atopy,brachycephalic syndrome,Cataracts
Little Lion Dog or Löwchen,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Cataracts,Legg-Calvé-Perthes disease,Patellar luxation,Progressive retinal atrophy
Maltese,Hip and Joint,,,,Hip and Joint,,,,Patent ductus arteriosus (PDA),"Cryptorchidism, retained testicle",Hydrocephalus,Portosystemic shunt
Manchester Terrier,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,Hydrocephalus,Legg-Calvé-Perthes disease,Lens luxation,pattern baldness
Manchester Terrier - Toy,,,,,,,,,Hydrocephalus,Legg-Calvé-Perthes disease,Lens luxation,pattern baldness
Maremma and Abruzzes Sheepdog,,,,,,,,,,,,
Mastiff,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip dysplasia,Pulmonic stenosis,Cataracts,Ectropion
Mi-ki,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Miniature Bull Terrier,,,,,,,,,Lens luxation,Persistent pupillary membranes (PPM),,
Miniature Pinscher,,,,,,,,,colour dilution alopecia,Corneal dystrophy,Disorders of sexual development - sexual reversal,Legg-Calvé-Perthes disease
Miniature Schnauzer,Metabolism,,,,Metabolism,,,,,,,
Miniature Schnauzer - Black,,,,,,,,,,,,
Miniature Schnauzer - Black and silver,,,,,,,,,,,,
Miniature Schnauzer - Pepper and salt,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Miniature Schnauzer - White,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,,,,
Mudi,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
Neapolitan Mastiff,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip dysplasia,Ectropion,Entropion,Fold dermatitis/pyoderma
Newfoundland,Hip and Joint,,,,Hip and Joint,,,,Subaortic stenosis,Hip dysplasia,Cataracts,Dilated cardiomyopathy
Norfolk Terrier,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,Cataracts,Glaucoma,Optic nerve hypoplasia and micropapilla,
Norrbottenspitz,,,,,,,,,,,,
Norwegian Buhund,,,,,,,,,,,,
"Norwegian Elkhound, Black",Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip dysplasia,Cataracts,Familial kidney disease,Glaucoma
"Norwegian Elkhound, Grey",Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,Hip dysplasia,Cataracts,Familial kidney disease,Glaucoma
Norwegian Lundehund,,,,,,,,,,,,
Norwich Terrier,,,,,,,,,Cataracts,Atopy,Corneal dystrophy,Scotty cramp
Nova Scotia Duck Tolling Retriever,Metabolism,,,,Metabolism,,,,Hip dysplasia,Cataracts,Corneal dystrophy,Hypoadrenocorticism (Addison's disease)
Old English Sheepdog,,,,,,,,,Hip dysplasia,Atrial septal defect (ASD),Cataracts,Cerebellar abiotrophy(ataxia)
Otterhound,,,,,,,,,Hip dysplasia,"Platelet dysfunction (thrombocytopathia, Basset hound thrombopathia)",Gastric dilatation-volvulus,
Papillon,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,Cataracts,Follicular dysplasias,Mitral valve dysplasia,Progressive retinal atrophy
Parson Russell Terrier,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,Cataracts,Cerebellar abiotrophy(ataxia),ichthyosis,Lens luxation
Patterdale Terrier,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
Pekingese,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Patellar luxation,brachycephalic syndrome,Cataracts,Cleft lip/palate
Peruvian Hairless Dog - Large,Hip and Joint,,,,Hip and Joint,,,,,,,
Peruvian Hairless Dog - Medium sized,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
Petit Basset Griffon Vendeen,,,,,,,,,,,,
Phalene,,,,,,,,,,,,
Pharaoh Hound,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,Demodicosis/ Demodectic mange,Idiopathic epilepsy,Elbow dysplasia - OCD of the elbow,
Picardy Sheepdog,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Plott Hound ,,,,,,,,,,,,
Podenco Canario,,,,,,,,,,,,
Podenco Orito,Metabolism,,,,Metabolism,,,,,,,
Polish Greyhound,,,,,,,,,,,,
Polish Lowland Sheepdog,,,,,,,,,,,,
Pointer (English),Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,Hip dysplasia,acral mutilation syndrome,Cleft lip/palate,Demodicosis/ Demodectic mange
Pomeranian,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,Patent ductus arteriosus (PDA),"Cryptorchidism, retained testicle",Entropion,Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis
"Poodle - Medium size (FCI size standard) - Black, brown and white",Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
"Poodle - Medium size (FCI size standard) - Grey, apricot and red",Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,,,,
Poodle - Miniature (AKC size standard),Hip and Joint,,,,Hip and Joint,,,,Mitral valve dysplasia,Patellar luxation,Atopy,Cataracts
"Poodle - Miniature (FCI size standard) - Black, brown and white",Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
"Poodle - Miniature (FCI size standard) - Grey, apricot and red",,,,,,,,,,,,
Poodle - Standard (AKC size standard),,,,,,,,,Gastric dilatation-volvulus,sebaceous adenitis,Cataracts,colour dilution alopecia
"Poodle - Standard (FCI size standard) - Black, brown and white",Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,,,,
"Poodle - Standard (FCI size standard) - Grey, apricot and red",Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Poodle - Toy (AKC size standard),,,,,,,,,Patellar luxation,"Cryptorchidism, retained testicle",Deafness,Diabetes mellitus
Portuguese Podengo - Medium sized,,,,,,,,,,,,
Portuguese Podengo - Miniature,Metabolism,,,,Metabolism,,,,,,,
Portuguese Podengo - Smooth-haired Miniature,,,,,,,,,,,,
Portuguese Podengo - Wirehaired Medium sized,,,,,,,,,,,,
Portuguese Podengo - Wirehaired Miniature,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Portuguese Water Dog,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,Cataracts,Follicular dysplasias,Hip dysplasia,Lysosomal storage diseases
Prazsky Krysarik,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
Pug,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Atopy,brachycephalic syndrome,Demodicosis/ Demodectic mange
Puli,Hip and Joint,,,,Hip and Joint,,,,Hip dysplasia,Cataracts,Retinal dysplasia,
Pumi,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
Pyrenean Mastiff,,,,,,,,,,,,
Pyrenean Mountain Dog or Great Pyrenees,,,,,,,,,,,,
Pyrenean Sheepdog,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,,,,
Pyrenean Sheepdog - Longhaired,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Pyrenean Sheepdog - Smooth Faced,,,,,,,,,,,,
Rat Terrier,,,,,,,,,,,,
Redbone Coonhound,Metabolism,,,,Metabolism,,,,Entropion,Hip dysplasia,Entropion,Progressive retinal atrophy
Rhodesian Ridgeback,,,,,,,,,dermoid sinus,Hip dysplasia,Cerebellar abiotrophy(ataxia),Cervical vertebral instability (Wobbler syndrome)
Rottweiler,,,,,,,,,Subaortic stenosis,Corneal dystrophy,Familial kidney disease,Gastric dilatation-volvulus
Russell Terrier,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Russian Hound,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,,,,
Russian Toy Dog - Longhaired,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
Russian Tsvetnaya Bolonka,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,,,,
Russian-European Laika,Hip and Joint,,,,Hip and Joint,,,,,,,
Saarloos Wolfdog,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
Saint Bernard,,,,,,,,,Cutaneous Asthenia,Dilated cardiomyopathy,Gastric dilatation-volvulus,Hip dysplasia
Saluki,,,,,,,,,colour dilution alopecia,Follicular dysplasias,Lysosomal storage diseases,Glaucoma
Samoyed,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip dysplasia,Subaortic stenosis,Atrial septal defect (ASD),Cataracts
Schapendoes,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Schipperke,,,,,,,,,colour dilution alopecia,Diabetes mellitus,Follicular dysplasias,Pemphigus
Schnauzer,,,,,,,,,Hip dysplasia,Cataracts,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Pulmonic stenosis
Schnauzer - Pepper and salt,Metabolism,,,,Metabolism,,,,cutaneous asthenia,,,
Scottish Terrier,,,,,,,,,von Willebrand's disease,Atopy,Cataracts,"Craniomandibular osteopathy (""lion jaw"")"
Sealyham Terrier,,,,,,,,,Retinal dysplasia,Deafness,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Lens luxation
Serbian Hound,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Shar Pei,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,Atopy,Demodicosis/ Demodectic mange,Entropion,Hip dysplasia
Shetland Sheepdog,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,Collie eye anomaly (CEA),Deafness,Dermatomyositis and ulcerative dermatosis,Patent ductus arteriosus (PDA)
Shiba,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip dysplasia,Hypothyroidism,,
Shih Tzu,Hip and Joint,,,,Hip and Joint,,,,"Exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)",brachycephalic syndrome,Cataracts,Cleft lip/palate
Shikoku,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
Siberian Husky,,,,,,,,,Cataracts,Corneal dystrophy,Entropion,Glaucoma
Skye Terrier,,,,,,,,,Chronic hepatitis,Lens luxation,Atopy,tracheal collapse
Sloughi,Hip and Joint,Inflammation,Eye Health,Metabolism,Hip and Joint,Inflammation,Eye Health,Metabolism,,,,
Slovakian Chuvach,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,,,,
Spaniel de Pont-Audemer,,,,,,,,,,,,
Spanish Greyhound,,,,,,,,,,,,
Spanish Water Dog,Metabolism,,,,Metabolism,,,,,,,
Spinone Italiano,,,,,,,,,,,,
Staffordshire Bull Terrier,,,,,,,,,Hip dysplasia,Cataracts,Demodicosis/ Demodectic mange,brachycephalic syndrome
Sussex Spaniel,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,Eyelash abnormalities,Retinal dysplasia,Cataracts,Hip dysplasia
Swedish Elkhound,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,,,,,,
Swedish Vallhund,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,Eye Health,Eye Health,Skin and Coat Demdectic Mange,Hip and Joint,,,,
Taigan,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,Hip and Joint,Neurotransmitters Health,Eye Health,Thyroid Health,,,,
Tamaskan Dog,Hip and Joint,,,,Hip and Joint,,,,,,,
Tenterfield Terrier,Hip and Joint,Eye Health,,,Hip and Joint,Eye Health,Eye Health,Eye Health,,,,
Terrier Brazileiro,,,,,,,,,,,,
Tibetan Mastiff,,,,,,,,,,,,
Tibetan Spaniel,Hip and Joint,Inflammation,Eye Health,Diabetes,Hip and Joint,Inflammation,Eye Health,Diabetes,"
Progressive retinal atrophy",Cataracts,Microphthalmia; ocular dysgenesis,Retinal dysplasia
Tibetan Terrier,Hip and Joint,Inflammation,,,Hip and Joint,Hip and Joint,Inflammation,,Cataracts,Hip dysplasia,Lens luxation,Progressive retinal atrophy
Toy Fox Terrier,,,,,,,,,,,,
Treeing Walker Coonhound,,,,,,,,,,,,
Volpino Italiano,Metabolism,,,,Metabolism,,,,,,,
Viszla ,,,,,,,,,Corneal dystrophy,Entropion,Hemophilia,Hip dysplasia
Weimaraner,,,,,,,,,Hip dysplasia,Elbow dysplasia - OCD of the elbow,Gastric dilatation-volvulus,Hemophilia
Weimaraner - Longhaired,Skin and Coat ,Immunity,Overall Wellness,,Skin and Coat ,Skin and Coat,Immunity,Overall Wellness,,,,
Weimaraner - Shorthaired,,,,,,,,,,,,
Welsh Corgi Cardigan,,,,,,,,,Intervertebral disk disease,Lens luxation,Persistent pupillary membranes (PPM),Progressive retinal atrophy
Welsh Corgi Pembroke,,,,,,,,,Cataracts,Corneal dystrophy,Cutaneous asthenia (Ehlers-Danlos syndrome),Degenerative myelopathy
Welsh Springer Spaniel,,,,,,,,,Hip dysplasia,Cataracts,Glaucoma,Progressive retinal atrophy
Welsh Terrier,,,,,,,,,Lens luxation,Idiopathic epilepsy,Glaucoma,"Keratoconjunctivitis sicca (KCS) - ""dry eye"""
West Highland White Terrier,,,,,,,,,"Craniomandibular osteopathy (""lion jaw"")","Keratoconjunctivitis sicca (KCS) - ""dry eye""",seborrhea,Atopy
West-Siberian Laika,,,,,,,,,,,,
Whippet,,,,,,,,,Cataracts ,ectodermal defect,pattern baldness,Phosphofructokinase (PFK) deficiency
White Swiss Shepherd Dog,,,,,,,,,,,,
Wirehaired Pointing Griffon Korthals,,,,,,,,,Hip dysplasia,Progressive retinal atrophy,,
Xoloitzcuintle,,,,,,,,,,,,
Yorkshire Terrier,,,,,,,,,Patellar luxation,Portosystemic shunt,tracheal collapse,Retinal dysplasia